360731726399541250,"I'm at Zeytinburnu Tramvay Durağı (İstanbul, Türkiye) http://t.co/2S5K5zMK2I",7,32,"LOCATION
"
360737011730092034,İtü'ler Boğaziçi'ler Yıldız'lar havada uçuşuyo lan.. Neyse ben ders çalışmaya gidiyorum.,0,2,"ORGANIZATION
"
360737011730092034,İtü'ler Boğaziçi'ler Yıldız'lar havada uçuşuyo lan.. Neyse ben ders çalışmaya gidiyorum.,8,15,"ORGANIZATION
"
360737011730092034,İtü'ler Boğaziçi'ler Yıldız'lar havada uçuşuyo lan.. Neyse ben ders çalışmaya gidiyorum.,21,26,"ORGANIZATION
"
360737010752835584,I'm at Gümüşkum Plajı (Didim) http://t.co/eZI0e88GfB,7,20,"LOCATION
"
360737010752835584,I'm at Gümüşkum Plajı (Didim) http://t.co/eZI0e88GfB,23,27,"LOCATION
"
360737009469370369,TRANSFER// LUKA ZORIC FENERBAHÇE ÜLKER'DE !,11,20,"PERSON
"
360737009469370369,TRANSFER// LUKA ZORIC FENERBAHÇE ÜLKER'DE !,22,37,"ORGANIZATION
"
360737008483700737,"""Kadınlara ancak asalet ve şeref sahibi kimse değer verir. Onları ancak kötü ve aşağılık kimseler hor görür.""  Hz. Muhammed (S.A.V)",115,122,"PERSON
"
360737008437559296,manavgatta türkbeleni yandı,0,7,"LOCATION
"
360737008437559296,manavgatta türkbeleni yandı,11,20,"LOCATION
"
360737007879733248,#direnhamile ne salak insanlar varya sanki Türkiyede herkes böyle düşünüyor,43,49,"LOCATION
"
360737006529159168,Veee Mert'in kafa yine gider cocuk iki dakka mantıklı konuşuyo gerisi hep saçma salak :D,5,8,"PERSON
"
360737006218784771,#OneMinuteKoç SEN AĞAÇ KESİP ÇEVRE EYLEMİNE KATILACAKSIN.SEN KAÇAKCILIK YAPIP ZENGİNLEŞECEKSİN BİZ DE SUSACAKMIYIZ.BENCE AVUCUNU YALARSIN,10,12,"ORGANIZATION
"
360737005241503744,"Haftanın 'Aşktan da Üstün' filmi, W.S.Van Dyke'ın yönettiği ""Tarzan Maymun Adam"" (1932). Okan Arpaç yazdı. http://t.co/jfaBAzZ4pv",10,24,"MISC
"
360737005241503744,"Haftanın 'Aşktan da Üstün' filmi, W.S.Van Dyke'ın yönettiği ""Tarzan Maymun Adam"" (1932). Okan Arpaç yazdı. http://t.co/jfaBAzZ4pv",34,45,"PERSON
"
360737005241503744,"Haftanın 'Aşktan da Üstün' filmi, W.S.Van Dyke'ın yönettiği ""Tarzan Maymun Adam"" (1932). Okan Arpaç yazdı. http://t.co/jfaBAzZ4pv",61,78,"MISC
"
360737005241503744,"Haftanın 'Aşktan da Üstün' filmi, W.S.Van Dyke'ın yönettiği ""Tarzan Maymun Adam"" (1932). Okan Arpaç yazdı. http://t.co/jfaBAzZ4pv",82,85,"DATE
"
360737005241503744,"Haftanın 'Aşktan da Üstün' filmi, W.S.Van Dyke'ın yönettiği ""Tarzan Maymun Adam"" (1932). Okan Arpaç yazdı. http://t.co/jfaBAzZ4pv",89,98,"PERSON
"
360737767199735808,"Benim yine ""beirut şarkıları"" diye bi ruh halim oluştu",12,17,"LOCATION
"
360737766654484480,"MEB Yönetici atama ne oldu,merakla bekliyoruz",0,2,"ORGANIZATION
"
360737765631078401,Sarımm yildiz teknige gidiyorsun...hayallerin gercek oldu...ama benden gidiyorsun....annesinin yavrusuu,7,19,"ORGANIZATION
"
360738018031714304,Sabahın onunda sokağımın basında beklıyo olan askıma seslenıyorum bıtanesın :),0,10,"DATE
"
360738017662611456,I'm at Balikesir Belediye Spor Tesisleri http://t.co/KhGT7PXIfW,7,39,"LOCATION
"
360738016639188992,BU HABERİN AYNISINI TAYYİP İÇİN GÖRMEK İSTİYORUM.MURSİ'YE HAPİS! ╚► http://t.co/wZjSKBFJzs,20,25,"PERSON
"
360738016639188992,BU HABERİN AYNISINI TAYYİP İÇİN GÖRMEK İSTİYORUM.MURSİ'YE HAPİS! ╚► http://t.co/wZjSKBFJzs,49,53,"PERSON
"
360738016144265216,yarın sabah kıyıköy bizi beklerr,0,10,"DATE
"
360738016144265216,yarın sabah kıyıköy bizi beklerr,12,18,"LOCATION
"
360738015032770560,twitter ablemi neden kuş olduğunu anladım kuşlar kadar özgürüz,0,6,"ORGANIZATION
"
360738013799645184,#SoruCevapİstiyoruzHilmi c,19,23,"PERSON
"
360738013547986945,Ne saçma salak birşey tarihi eser stat duvarından çıkar mı? BEŞİKTAŞKK stat yapımını durduramayacaksınız.,60,67,"ORGANIZATION
"
360738270767886336,İzmire giderken arabayı ben kullanıyorum hıppaaa,0,4,"LOCATION
"
360738270004518912,"#ayrılmazikilinizi YAZIN DEDİNİZ BENDE YAZIYORUM SİYAH-BEYAZ , BEN-BEŞİKTAŞ",67,74,"ORGANIZATION
"
360738521570492416,I'm at Gazelle Gölcük Kır Gazinosu (Gölcük) http://t.co/XSiPBBTFKl,7,33,"LOCATION
"
360738521570492416,I'm at Gazelle Gölcük Kır Gazinosu (Gölcük) http://t.co/XSiPBBTFKl,36,41,"LOCATION
"
360738521201385472,Marilyn Manson hiç tarzım değil ama New Shit çok iyi yahu !,0,13,"PERSON
"
360738520295407617,yeni eylem planları için #nobeticinankaradayiz,35,40,"LOCATION
"
360738773513928706,"Araştırmalarıma göre,Ramazanda en popüler şarkı; Susadım çeşmeye :D",49,63,"MISC
"
360738773060960257,"Istanbula gidiyorum, pazar akcakocaya arabayla doneceklere katilabilirim.. Belesci babanizdir.",0,7,"LOCATION
"
360738773060960257,"Istanbula gidiyorum, pazar akcakocaya arabayla doneceklere katilabilirim.. Belesci babanizdir.",21,25,"DATE
"
360738773060960257,"Istanbula gidiyorum, pazar akcakocaya arabayla doneceklere katilabilirim.. Belesci babanizdir.",27,34,"LOCATION
"
360738773031591938,Karasu da bir patlama sesi daha jetler sahili bombalicak sonunda yanlislikla yaptik ayagna ramazanda denize giriyoruz diye,0,5,"LOCATION
"
360739026405298179,12 eylul anilari- imam hutbe okuyor her hutbe m.k.ataturk ruhuna el fatiha ile basliyor.. imam kemalleri karistiriyor..kemal turkler ruhuna.,0,7,"DATE
"
360739026405298179,12 eylul anilari- imam hutbe okuyor her hutbe m.k.ataturk ruhuna el fatiha ile basliyor.. imam kemalleri karistiriyor..kemal turkler ruhuna.,46,56,"PERSON
"
360739026405298179,12 eylul anilari- imam hutbe okuyor her hutbe m.k.ataturk ruhuna el fatiha ile basliyor.. imam kemalleri karistiriyor..kemal turkler ruhuna.,95,99,"PERSON
"
360739026405298179,12 eylul anilari- imam hutbe okuyor her hutbe m.k.ataturk ruhuna el fatiha ile basliyor.. imam kemalleri karistiriyor..kemal turkler ruhuna.,119,131,"PERSON
"
360739025780359170,bu akşam 3+1 var huhhuuu :DD,0,7,"DATE
"
360739277165957121,Kasımpaşa.. İlelebet İnönü’dür  Yılmaz ÖZDİL güzel yazmış. http://t.co/T1Cj1wmwot,0,8,"LOCATION
"
360739277165957121,Kasımpaşa.. İlelebet İnönü’dür  Yılmaz ÖZDİL güzel yazmış. http://t.co/T1Cj1wmwot,21,25,"PERSON
"
360739277165957121,Kasımpaşa.. İlelebet İnönü’dür  Yılmaz ÖZDİL güzel yazmış. http://t.co/T1Cj1wmwot,32,43,"PERSON
"
360739276654252032,angaryalara karşı olduğumuzdan dolayı #nobeticinankaradayiz,48,53,"LOCATION
"
360739529780494336,twitter cok yavaş,0,6,"ORGANIZATION
"
360739529394618369,MuratBoz ÜçArtıBire KonukOlsun,0,7,"PERSON
"
360739529394618369,MuratBoz ÜçArtıBire KonukOlsun,9,17,"MISC
"
360739529075867648,Boss ayarlasin isi birde bodrum gelirse aman tanrim,25,30,"LOCATION
"
360739527859507200,Cok sicak hayirlisiyla bugunude atlatsaydik iyiydi,23,27,"DATE
"
360739779068964865,Eceme kavuştum yaşasıııın,0,2,"PERSON
"
360739779052191744,Yaz tatilim olmuş dizimag siz hala neyin var diye sorun.,18,24,"MISC
"
360739779027017729,Allah'ım Sen Bügün Cuma Namazında Hocamızın Hepimiz Adina Ettigi Duaları Kabul Eyle!,13,17,"DATE
"
360739779027017729,Allah'ım Sen Bügün Cuma Namazında Hocamızın Hepimiz Adina Ettigi Duaları Kabul Eyle!,19,22,"DATE
"
360739777504489476,biri ranayi oldursunnnnn,5,8,"PERSON
"
360739777324146688,"""Hayatta bir tek başarısızlık vardır, o da denememektir.""  - Robin SHARMA — http://t.co/DwIoCtYf44",61,72,"PERSON
"
360739777198297088,Ohhhh aksam emıne abladayız kıymalı sucuklu mantarlı pıdeler bızı bekleerr,12,16,"PERSON
"
360739776950829056,Tolga Zengin gibisini de zor buluruz bir daha,0,11,"PERSON
"
360739775717707776,GALATASARAY'Dan Daha mı Değerlisin ?,0,10,"ORGANIZATION
"
360739774878846976,Popülerin esiri olan kitlelerin her şeye inandırılabildiği bir devir yaşıyoruz. Samiri'nin altın buzağı çağı,80,85,"PERSON
"
360739773100466176,"""Yakınlık, uzaklıktan daha sıkıntılıdır. Çünkü her yakınlıkta kaybetme korkusu, uzaklıkta ise kavuşma ümidi vardır."" (Prison Break)""",118,129,"MISC
"
360739773075308544,Duygu teyze cok tatli lan,0,4,"PERSON
"
360739772882354176,BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım,18,28,"ORGANIZATION
"
360739772882354176,BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım,51,61,"ORGANIZATION
"
360739772882354176,BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım,84,94,"ORGANIZATION
"
360739772882354176,BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım  BuSevdaÖleneKadar GALATASARAYım,117,127,"ORGANIZATION
"
360739771812814848,İyikiDoğdunAslanYürekli SabriSarıoğlu,24,36,"PERSON
"
360739771481468930,Adapazarı'nda oturan varsa göruşebiliriz.,0,8,"LOCATION
"
360740031570259969,Bilkent veya ODTÜ içindeki ormanlar yanıyor... Alevler gölbaşından gözüküyor,0,6,"ORGANIZATION
"
360740031570259969,Bilkent veya ODTÜ içindeki ormanlar yanıyor... Alevler gölbaşından gözüküyor,13,16,"ORGANIZATION
"
360740031570259969,Bilkent veya ODTÜ içindeki ormanlar yanıyor... Alevler gölbaşından gözüküyor,55,61,"LOCATION
"
360740031406682113,Bazen sadece cuma gununu bekledigim icin calistigimi hissediyorum.ne mubarek gunmus:),13,21,"DATE
"
360740284889440256,Anzelle havuz keyfi :),0,4,"PERSON
"
360740284566470656,"BU YAZ BİLEKLERDE ALTININ SİYAH, BEYAZ VE PEMBE HALLERİ VAR... http://t.co/kfRRHbuM4A",0,5,"DATE
"
360740535226474497,Furkanı kendisiyle evlendirme merasimine hoş gelmiş bulunuyoruz,0,5,"PERSON
"
360740534798647296,bu akşam eminönüne akanzee D:,0,7,"DATE
"
360740534798647296,bu akşam eminönüne akanzee D:,9,15,"LOCATION
"
360740532407898113,Bodruma 1 hafta diye gelip 1 ay kalan ilk benim heralde🌞🌞🏊,0,5,"LOCATION
"
360740785425104896,ALAYKÖY'DE YANGIN http://t.co/ijbDEPCGJ5,0,6,"LOCATION
"
360741035023929344,Rüyamda çiğdemi gördüm :D :D,8,13,"PERSON
"
360741033958584321,Altınolukta olan var mı ?,0,8,"LOCATION
"
360741033652391936,Sabret ki her şey hissettiğin kadar derin ve sonsuz olsun. Sabret ki her şey gönlünce olsun.   Hz Mevlâna,98,104,"PERSON
"
360741032691904512,"pazar günü bir an önce olsun istiyorum deniz, kum, güneş bekle beni..:))",0,9,"DATE
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",0,8,"DATE
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",21,26,"LOCATION
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",29,32,"LOCATION
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",35,39,"LOCATION
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",42,50,"LOCATION
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",53,58,"LOCATION
"
360741032675115008,"Cumartesi yağışların Samsun, Ordu, Sinop, Zonguldak, Bartın ile Kastamonu'nun kuzey ilçelerinde yerel olarak kuvvetli olması bekleniyor.",64,72,"LOCATION
"
360741031261642752,"Okyanusta ölmez de insan, gider bir kaşık sevdada boğulur!...(C.Süreya)",62,69,"PERSON
"
360741030817042432,BuSevdaÖleneKadar GALATASARAYım,18,28,"ORGANIZATION
"
360741030418591744,❤❤❤BuSevdaÖleneKadar GALATASARAYım ❤❤  ❤❤❤BuSevdaÖleneKadar GALATASARAYım ❤❤,21,31,"ORGANIZATION
"
360741030418591744,❤❤❤BuSevdaÖleneKadar GALATASARAYım ❤❤  ❤❤❤BuSevdaÖleneKadar GALATASARAYım ❤❤,60,70,"ORGANIZATION
"
360741030284369922,"Herkesi sev, pek azına güven. ~Shakespeare~",31,41,"PERSON
"
360741029382594561,IYI DOĞDUN AYÇA'MMM,11,14,"PERSON
"
360741029214826496,Stilinize uygun herşey burada..stilburada.com,31,44,"MISC
"
360741028166242304,"""Kaleminizi gerekirse kırın, ama satmayın!.."" | Yeni Ufuk Gazetesi - Kdz. Ereğli | Kdz. Ereğli, Haber, Haberi  ::. http://t.co/m1dPpn0ENv",48,65,"ORGANIZATION
"
360741028166242304,"""Kaleminizi gerekirse kırın, ama satmayın!.."" | Yeni Ufuk Gazetesi - Kdz. Ereğli | Kdz. Ereğli, Haber, Haberi  ::. http://t.co/m1dPpn0ENv",69,79,"LOCATION
"
360741028166242304,"""Kaleminizi gerekirse kırın, ama satmayın!.."" | Yeni Ufuk Gazetesi - Kdz. Ereğli | Kdz. Ereğli, Haber, Haberi  ::. http://t.co/m1dPpn0ENv",83,93,"LOCATION
"
360741291639844866,#5LiramOlsaydı Şuanda mal mal twit atıyor olmazdımm :DDD,1,5,"MONEY
"
360741288703836161,Şimdi yeni moda dolmuşçuların elinde tır tır telefonla mesajlaşmasıııı,0,4,"DATE
"
360741543251939328,Damla türkiye de misin,0,4,"PERSON
"
360741543251939328,Damla türkiye de misin,6,12,"LOCATION
"
360741542933168128,Ay Kadar Büyük Bir Gülücük - A Smile as Big as the Moon izle... http://t.co/2pERMgFtPU,0,25,"MISC
"
360741542933168128,Ay Kadar Büyük Bir Gülücük - A Smile as Big as the Moon izle... http://t.co/2pERMgFtPU,29,54,"MISC
"
360741542253699074,"""İnsanların da yan etkileri var.. Bazıları başını döndürürken, bazıları mideni bulandırabiliyor.""  N. Parra""",99,106,"PERSON
"
360741541196730368,"Üniversiteye gelcek kızlar eğitim durumunu ulasımı yurt seceneklerini sorarken erkekler barları,kız ortamlarını soruyo #welcometoturkey",129,134,"LOCATION
"
360741794692096000,Uyuyan behlul http://t.co/JD0BKOYngm,7,12,"PERSON
"
360741794243297281,"BİLGİ | Trabzonspor Kulübü, yeni transferler Florent Malouda ve Jose Bosingwa için yarın imza töreni düzenleyecek.",8,25,"ORGANIZATION
"
360741794243297281,"BİLGİ | Trabzonspor Kulübü, yeni transferler Florent Malouda ve Jose Bosingwa için yarın imza töreni düzenleyecek.",45,59,"PERSON
"
360741794243297281,"BİLGİ | Trabzonspor Kulübü, yeni transferler Florent Malouda ve Jose Bosingwa için yarın imza töreni düzenleyecek.",64,76,"PERSON
"
360741794243297281,"BİLGİ | Trabzonspor Kulübü, yeni transferler Florent Malouda ve Jose Bosingwa için yarın imza töreni düzenleyecek.",83,87,"DATE
"
360741794222313473,I'm at Efor Kuafor (Istanbul) http://t.co/4mgKoARmHJ,7,17,"LOCATION
"
360741794222313473,I'm at Efor Kuafor (Istanbul) http://t.co/4mgKoARmHJ,20,27,"LOCATION
"
360741793215684609,olduğu için Peru'da acı çeken adamdan daha yardıma muhtaç ya da önemli değil benim içib.İnsana insan olduğu için değer vermeyi öğrenin.,12,15,"LOCATION
"
360741792699777025,İnsanlk bugünde para karşlğnda değr kaybetti.,8,12,"DATE
"
360742046786543616,"FB Kaptanı b.Emre, yeni sezona yeni arabayla giriyor. Emre'nin yeni oyuncağı, sadece 684 bin EU, yani 1.745.000 Lira. http://t.co/B3UwITjj8g",0,1,"ORGANIZATION
"
360742046786543616,"FB Kaptanı b.Emre, yeni sezona yeni arabayla giriyor. Emre'nin yeni oyuncağı, sadece 684 bin EU, yani 1.745.000 Lira. http://t.co/B3UwITjj8g",13,16,"PERSON
"
360742046786543616,"FB Kaptanı b.Emre, yeni sezona yeni arabayla giriyor. Emre'nin yeni oyuncağı, sadece 684 bin EU, yani 1.745.000 Lira. http://t.co/B3UwITjj8g",54,57,"PERSON
"
360742046786543616,"FB Kaptanı b.Emre, yeni sezona yeni arabayla giriyor. Emre'nin yeni oyuncağı, sadece 684 bin EU, yani 1.745.000 Lira. http://t.co/B3UwITjj8g",85,94,"MONEY
"
360742046786543616,"FB Kaptanı b.Emre, yeni sezona yeni arabayla giriyor. Emre'nin yeni oyuncağı, sadece 684 bin EU, yani 1.745.000 Lira. http://t.co/B3UwITjj8g",102,115,"MONEY
"
360742044383191041,Dönerci Nuri Usta whatsapp açmış yok artık :D:D:D:D:D:D:d,8,11,"PERSON
"
360742044383191041,Dönerci Nuri Usta whatsapp açmış yok artık :D:D:D:D:D:D:d,18,25,"MISC
"
360742043733073921,YAZ TATİLİM OLMUŞ TWİTTER,18,24,"ORGANIZATION
"
360742296574111746,Atesim 39... Ucagin kapisindan kusarak ciktim.. Istanbula gelemedim... :(,48,55,"LOCATION
"
360742547502538752,Üzüldüm ki şimdiye kadar hayallerimin peşinde koşmamışım...  /blush/,11,15,"DATE
"
360742546839846912,"KIRKLARELİ (AA) – Lüleburgaz ilçesinde düzenlenen operasyonda, 46 paket halinde 46 gram bonzai ele geçirildi.",0,9,"LOCATION
"
360742546839846912,"KIRKLARELİ (AA) – Lüleburgaz ilçesinde düzenlenen operasyonda, 46 paket halinde 46 gram bonzai ele geçirildi.",12,13,"ORGANIZATION
"
360742546839846912,"KIRKLARELİ (AA) – Lüleburgaz ilçesinde düzenlenen operasyonda, 46 paket halinde 46 gram bonzai ele geçirildi.",18,34,"LOCATION
"
360742546487521281,"ACİL RT: ANKARA GATA ACİL Yogun Bakimda yatmakta olan ""ALİ YİLMAZ"" icin 0rh(-) Kana ihtiyac vardir.05376368555",9,14,"LOCATION
"
360742546487521281,"ACİL RT: ANKARA GATA ACİL Yogun Bakimda yatmakta olan ""ALİ YİLMAZ"" icin 0rh(-) Kana ihtiyac vardir.05376368555",16,19,"ORGANIZATION
"
360742546487521281,"ACİL RT: ANKARA GATA ACİL Yogun Bakimda yatmakta olan ""ALİ YİLMAZ"" icin 0rh(-) Kana ihtiyac vardir.05376368555",55,64,"PERSON
"
360742544071606272,İstanbulla ilgili bir hayalim vardı sanırım hayal oldu.,0,7,"LOCATION
"
360742542133833729,#justice4jyjalready hergünüm twitterda geçiyo taglarda geziyom len,29,35,"ORGANIZATION
"
360742539470450688,mesajı aldım Ahmet Bayram ;),13,24,"PERSON
"
360742537427820546,İzmir'i özlemekten kafaya sıkıcam.,0,4,"LOCATION
"
360742536987414531,Tişörtlerin ense tarafındaki küçük etiketleri yetmiyormuş gibi içe Orhun Kitabeleri gibi doküman yerleştirin.,67,71,"PERSON
"
360742801245339648,Başbakana kendine gazeteci muhabir diyenlerden bir tanesi şu soruyu soramadı; PKK doğuda Kaymakam atamaları ve vergi topluyor ne dersiniz?,78,80,"ORGANIZATION
"
360742800687505408,İyikiDoğdunAslanYürekli SabriSarıoğlu adamn dibisin,24,36,"PERSON
"
360743052949733376,"spordan birinin fb üzerinden ""slm"" diye mesaj atmasını anlarım da... aynı binada çalıştığın bir adamdan? in aşağıya yapıştır suratına yani.",16,17,"ORGANIZATION
"
360743301881659392,"Bütün Güzel İnsanlara Hayırlı Cumalar, Huzurlu Ramazanlar :)",30,33,"DATE
"
360743808763297794,EDİRNE (AA) - Enez'de düzenlenen operasyonda 7 bavul kaçak ilaç ele geçirildi.,0,5,"LOCATION
"
360743808763297794,EDİRNE (AA) - Enez'de düzenlenen operasyonda 7 bavul kaçak ilaç ele geçirildi.,8,9,"ORGANIZATION
"
360743808763297794,EDİRNE (AA) - Enez'de düzenlenen operasyonda 7 bavul kaçak ilaç ele geçirildi.,14,17,"LOCATION
"
360743808092221441,#yarıngecolmadan geç olsada su akar yolunu bulur...,1,5,"DATE
"
360743807953805312,REINA DAN ESKİ PERSONELLERİM BANA ULAŞIN..HEPİNİZE YAZAMIYORUM KUSURUMA BAKMAYIN....,0,4,"LOCATION
"
360743807463079936,Roccat'ın yeni oyuncu faresi http://t.co/mINTiju4AU,0,5,"ORGANIZATION
"
360743806469029889,FENERBAHÇE TV VE RADYOSUNDA ALEX DE SOUZA VE CORİTİBA TAKIMINA UYGULANAN ŞEREFSİZCE SANSÜR HALA DEVAM ETMEKTEDİR..BESLEMELER İSE SESSİZDİR7,0,12,"ORGANIZATION
"
360743806469029889,FENERBAHÇE TV VE RADYOSUNDA ALEX DE SOUZA VE CORİTİBA TAKIMINA UYGULANAN ŞEREFSİZCE SANSÜR HALA DEVAM ETMEKTEDİR..BESLEMELER İSE SESSİZDİR7,28,40,"PERSON
"
360743806469029889,FENERBAHÇE TV VE RADYOSUNDA ALEX DE SOUZA VE CORİTİBA TAKIMINA UYGULANAN ŞEREFSİZCE SANSÜR HALA DEVAM ETMEKTEDİR..BESLEMELER İSE SESSİZDİR7,45,59,"ORGANIZATION
"
360743806401904640,Beşiktaş'a ikinci Iverson gelmiş. Bir zamanlar bunun Allen versiyonu vardı di mi.,0,7,"ORGANIZATION
"
360743806401904640,Beşiktaş'a ikinci Iverson gelmiş. Bir zamanlar bunun Allen versiyonu vardı di mi.,18,24,"PERSON
"
360743806401904640,Beşiktaş'a ikinci Iverson gelmiş. Bir zamanlar bunun Allen versiyonu vardı di mi.,53,57,"PERSON
"
360743806129295361,Kefenlerini alıpta çıkmışlar yola... #Egypt #Mısır http://t.co/MeWBz5uujF,38,42,"LOCATION
"
360743806129295361,Kefenlerini alıpta çıkmışlar yola... #Egypt #Mısır http://t.co/MeWBz5uujF,45,49,"LOCATION
"
360744059108724736,Dünden beri içtiğim sigara be kahvenin haddi hesabı yok,0,2,"DATE
"
360744057770754048,Canerle bütün ayvalığı turladık şimdi deniz zamanı,0,4,"PERSON
"
360744057770754048,Canerle bütün ayvalığı turladık şimdi deniz zamanı,14,20,"LOCATION
"
360744057770754048,Canerle bütün ayvalığı turladık şimdi deniz zamanı,32,36,"DATE
"
360744057212895232,#yarıngecolmadan  Trabzon'un çalınan kupası verilsin.Tüpçü istifa etsin.şike cezaları verilsin.,1,5,"DATE
"
360744057212895232,#yarıngecolmadan  Trabzon'un çalınan kupası verilsin.Tüpçü istifa etsin.şike cezaları verilsin.,18,24,"LOCATION
"
360744057212895232,#yarıngecolmadan  Trabzon'un çalınan kupası verilsin.Tüpçü istifa etsin.şike cezaları verilsin.,53,57,"PERSON
"
360744056285958151,I'm at SGK Balçova http://t.co/hYd57FmP6E,7,9,"ORGANIZATION
"
360744056285958151,I'm at SGK Balçova http://t.co/hYd57FmP6E,11,17,"LOCATION
"
360744053563858944,facede dolaşırken ben sabrinin bir malığna fena güldüm (ulan sabri ):):):):):):):)::):)yine güldürdün( sabri reyis ):):):):)):D,0,3,"ORGANIZATION
"
360744053563858944,facede dolaşırken ben sabrinin bir malığna fena güldüm (ulan sabri ):):):):):):):)::):)yine güldürdün( sabri reyis ):):):):)):D,22,26,"PERSON
"
360744053563858944,facede dolaşırken ben sabrinin bir malığna fena güldüm (ulan sabri ):):):):):):):)::):)yine güldürdün( sabri reyis ):):):):)):D,61,65,"PERSON
"
360744053563858944,facede dolaşırken ben sabrinin bir malığna fena güldüm (ulan sabri ):):):):):):):)::):)yine güldürdün( sabri reyis ):):):):)):D,103,107,"PERSON
"
360744051538001922,"Hitleri bu yüzden seviyorum,2 kişi çocuk sevecek diye nesiller boyu acı çeken kör sakat otistik insanlar.Kim bencil?",0,5,"PERSON
"
360744051491876865,Hay senin galatasarayin batsin ya yeter ulan,10,20,"ORGANIZATION
"
360744308426539008,Eren bu akşam parka gelsiiin nolur gelsin lütfen gelsın,0,3,"PERSON
"
360744308426539008,Eren bu akşam parka gelsiiin nolur gelsin lütfen gelsın,5,12,"DATE
"
360744308137140224,Zaten bence koreografi konusunda SM gruplarını bide infinite'i kimse geçemez,52,59,"MISC
"
360744304374857728,Hayatımın %101'i müzik dinlemekle geçiyor.,10,13,"PERCENT
"
360744303435321344,başbakan şike konusunda noktayı koydu fenerbahçe yok kume  düşsün ceza alsın bunlar doğru şeyler değil demiş tüzel kişiler ceza alsın demiş,38,47,"ORGANIZATION
"
360744302000881664,Dabbeyi izliyorum ve sizce korktummu?? TABİKİDE HAYIR XDXDDXDD,0,4,"MISC
"
360744301820522498,YAZ TATİLİM OLMUŞ TWİTTER,18,24,"ORGANIZATION
"
360744301409472514,"haftaya bu saatlerde gumusluk'te yaticam! bunu dusunerek, katlanabilirim...",21,28,"LOCATION
"
360744300860014595,Rüyamda full cast Game of Thrones gördüm FULL CAST ama hepsi ayrı bi şey yapıyodu sirk gibi aman tanrım. Robb Stark'ı çok net hatırlıyorumd:,18,32,"MISC
"
360744300860014595,Rüyamda full cast Game of Thrones gördüm FULL CAST ama hepsi ayrı bi şey yapıyodu sirk gibi aman tanrım. Robb Stark'ı çok net hatırlıyorumd:,105,114,"PERSON
"
360744299987599361,Bugün dünün aynısı,0,4,"DATE
"
360744299987599361,Bugün dünün aynısı,6,8,"DATE
"
360744299912114176,#beşiktaş 3 - # galatasaray 3 emek hırsızı burak Yılmaz http://t.co/lOWcWwLZcT,1,8,"ORGANIZATION
"
360744299912114176,#beşiktaş 3 - # galatasaray 3 emek hırsızı burak Yılmaz http://t.co/lOWcWwLZcT,16,26,"ORGANIZATION
"
360744299912114176,#beşiktaş 3 - # galatasaray 3 emek hırsızı burak Yılmaz http://t.co/lOWcWwLZcT,43,54,"PERSON
"
360744299425583104,Ramazan İstanbul'da bir başka güzel... http://t.co/eKhLTv8vT4,8,15,"LOCATION
"
360744297965953024,Dursun Ali Erzincanlı Tövbe Kapisi 2012 yeni C o k g ü z e l http://t.co/MLfLlS5aU1,0,20,"PERSON
"
360744297965953024,Dursun Ali Erzincanlı Tövbe Kapisi 2012 yeni C o k g ü z e l http://t.co/MLfLlS5aU1,35,38,"DATE
"
360744296044965888,"Bu demektir ki en iyi ihtimalle Tolgahan ilk hafta yok, sonrası Allah Kerim. Yeni Kalecii transferi yapılacak mı? Bence çok acil yapılmalı.",32,39,"PERSON
"
360744296036569088,Dilooş hemen bze gel knk,0,5,"PERSON
"
360744295176749058,Beni bugun hali sahaya cagirana mac yaptirana helalinden 50 lira,5,9,"DATE
"
